ds_id,filename,repository_path,canonical_uri,title,description,category,artifact_type,json_schema_dialect,lifecycle_state,record_status,specification_version,schema_dependencies,dependent_schemas,rtm_mapping_basis,rtm_ids,arm_ids,ns_ids,cr_ids,sha256,assigned_date,last_modified_date,notes,repository_release_target,repository_release_target_status,release_status,artifact_lifecycle_state,controlling_published_baseline,baseline_date,rtm_dataset_version
DS-011,constraint_evaluation.json,schemas/constraint_evaluation.json,https://agcp.ai/schemas/constraint_evaluation.json,Governance Constraint Evaluation Result,"Canonical, attributable, integrity-protected result of evaluating one DS-007 Governance Constraint Artifact for a specific Governed Action Proposal, Tenant, governance domain, target, evaluation horizon, Governance Version, and qualified governance-input set. DS-011 records applicability, deterministic condition evaluation, satisfied, violated, indeterminate, or not-applicable outcomes, resulting governance disposition, evidence, attribution, integrity, and replay material without itself authorizing execution or establishing authority at commitment.",Evaluation Result,JSON Schema,https://json-schema.org/draft/2020-12/schema,Implemented,Active,v2.0.5,DS-001;DS-006;DS-007;DS-020;DS-021;DS-023;DS-024;DS-028;DS-032;DS-033;DS-038;DS-041,DS-015,"Direct and supporting mappings added for constraint-controlled authorization, governing-constraint identification, evidence integrity, attribution, replay, and deterministic evaluation.",RTM-00001;RTM-00063;RTM-00064;RTM-00065;RTM-00066;RTM-00075;RTM-00076;RTM-00078,ARM-105;ARM-202;ARM-203;ARM-204;ARM-505;ARM-506;ARM-601;ARM-604;ARM-606;ARM-701,NS-5.2.1-01;NS-5.2.1-02;NS-7.3-01;NS-7.3-02;NS-7.4-01;NS-7.4-02;NS-7.5-02;NS-7.5-03;NS-7.5-04;NS-7.5-05;NS-7.6-03;NS-7.6A-01;NS-10.5-01;NS-10.5-02;NS-10.7-01,CR-001;CR-063;CR-064;CR-065;CR-066;CR-075;CR-076;CR-078,8353d29e3e80262bee2b38c72ea8893c651f63be8ec552311d9956660469032e,2026-07-22,2026-07-30,"Comprehensively refactored for AGCP v2.0 with canonical Proposal, Constraint, Tenant/domain, target, evaluation horizon, Governance Version and Configuration, qualified-input digests, evidence, attribution, integrity, replay, and outcome-specific validation. Unrestricted metadata removed.",v2.0.5,PUBLIC_REVIEW_CONTROLLED_BASELINE,PUBLIC_REVIEW_CONTROLLED_BASELINE,CURRENT,v2.0.5,2026-08-05,RTM-1.46
DS-012,invariant_evaluation.json,schemas/invariant_evaluation.json,https://agcp.ai/schemas/invariant_evaluation.json,Governance Invariant Evaluation Result,"Canonical, attributable, integrity-protected result of evaluating one DS-008 Governance Invariant Definition for a specific Governed Action Proposal, Proposal Identity, Tenant, governance domain, target, evaluation horizon, Governance Version, and qualified governance-input set. DS-012 records applicability, deterministic assertion evaluation, preserved, violated, indeterminate, or not-applicable outcomes, and explicitly identifies any resulting Structural Refusal, governed escalation, lifecycle effect, and Governance Evidence without itself authorizing execution or establishing authority at commitment.",Evaluation Result,JSON Schema,https://json-schema.org/draft/2020-12/schema,Implemented,Active,v2.0.5,DS-001;DS-006;DS-008;DS-020;DS-021;DS-023;DS-024;DS-026;DS-028;DS-032;DS-033;DS-038;DS-041,DS-015,Semantic v2.0 mapping established during DS-012 comprehensive evaluation-result refactor.,RTM-00001;RTM-00003;RTM-00053;RTM-00058;RTM-00063;RTM-00075;RTM-00076;RTM-00078;RTM-00087,ARM-105;ARM-108;ARM-204;ARM-505;ARM-601;ARM-604;ARM-606;ARM-701;ARM-801;ARM-803;ARM-804,NS-5.2.1-01;NS-5.2.1-02;NS-5.5-01;NS-5.5-02;NS-7.3-01;NS-7.3-02;NS-7.4-01;NS-7.4-02;NS-7.4-05;NS-7.5-01;NS-7.5-02;NS-7.5-03;NS-7.5-04;NS-7.5-05;NS-7.6-03;NS-7.6A-01;NS-10.1-01;NS-10.1-02;NS-10.3-01;NS-10.4-01;NS-10.5-01;NS-10.5-02;NS-10.7-01;NS-10.8A-01;NS-13.6A-04;NS-13.6B-01;NS-13.6B-02,CR-001;CR-003;CR-053;CR-058;CR-063;CR-075;CR-076;CR-078;CR-087,da1d3c850a79e66f50e88e4193528cbc669bd411973513a43c6b24f2920acafa,2026-07-22,2026-07-30,"Canonical invariant-evaluation result with explicit Structural Refusal, escalation, lifecycle-effect, Governance Evidence, deterministic qualified-input binding, attribution, integrity, and replay semantics.",v2.0.5,PUBLIC_REVIEW_CONTROLLED_BASELINE,PUBLIC_REVIEW_CONTROLLED_BASELINE,CURRENT,v2.0.5,2026-08-05,RTM-1.46
DS-013,proposal_submit_request.json,schemas/proposal_submit_request.json,https://agcp.ai/schemas/proposal_submit_request.json,Proposal Submit Request,Normative transport wrapper for submitting one canonical Governed Action Proposal to an AGCP-conformant implementation. The wrapper supplies transport correlation and namespace-qualified extension data only; all governance-domain content is carried in proposal and validated by DS-021. Submission is not execution and does not confer authority at commitment.,Governance Workflow,JSON Schema,https://json-schema.org/draft/2020-12/schema,Implemented,Active,v2.0.5,DS-001;DS-021,,Existing GitHub_File references in RTM-1.6; DS_ID populated in RTM-1.7.,RTM-00004;RTM-00036;RTM-00037;RTM-00038;RTM-00039;RTM-00040;RTM-00041;RTM-00042;RTM-00043;RTM-00044;RTM-00045;RTM-00046;RTM-00047;RTM-00105;RTM-00106;RTM-00107;RTM-00108;RTM-00109,ARM-101;ARM-106,NS-4.3-01;NS-4.15-01;NS-6.3-01;NS-6.3-02;NS-6.4-01;NS-6.4-02;NS-6.6A-01,CR-004;CR-036;CR-037;CR-038;CR-039;CR-040;CR-041;CR-042;CR-043;CR-044;CR-045;CR-046;CR-047;CR-105;CR-106;CR-107;CR-108;CR-109,b4d125ca8bf2569b30b020fc304b145a0d20fc0253d52bb5818768b2c3e18883,2026-07-22,2026-07-30,Transport-only submission wrapper around DS-021. The former flattened domain fields are carried under the required proposal property. The obsolete top-level metadata compatibility member was removed; namespace-qualified extension data uses extensions.,v2.0.5,PUBLIC_REVIEW_CONTROLLED_BASELINE,PUBLIC_REVIEW_CONTROLLED_BASELINE,CURRENT,v2.0.5,2026-08-05,RTM-1.46
DS-014,proposal_view.json,schemas/proposal_view.json,https://agcp.ai/schemas/proposal_view.json,Proposal View,"Canonical externally observable view of a governed proposal. The view keeps authoritative Derived Lifecycle State separate from transient processing status and exposes canonical references to the proposal, context, state, authority, decisions, authorizations, commit attempts and results, evidence, receipts, refusals, composite-governance objects, enforcement, degradation, continuation, terminality, and replay-relevant history.",Governance Workflow,JSON Schema,https://json-schema.org/draft/2020-12/schema,Implemented,Active,v2.0.5,DS-001;DS-015;DS-017;DS-018;DS-019;DS-020;DS-021;DS-022;DS-023;DS-024;DS-027;DS-028;DS-029;DS-030;DS-031;DS-034;DS-035;DS-036;DS-037;DS-038;DS-039,,Existing GitHub_File references in RTM-1.6; DS_ID populated in RTM-1.7.,RTM-00010;RTM-00011,ARM-407;ARM-601;ARM-605;ARM-703;ARM-802,NS-13.6A-02,CR-010;CR-011,0c5598297d3bcd233289054add5b8da2430e3b23e342a3dc38ffc6f36902baa8,2026-07-22,2026-07-30,Step 5 refactor: authoritative lifecycle state is separated from transient processing status and the view now references canonical workflow and governance objects directly.,v2.0.5,PUBLIC_REVIEW_CONTROLLED_BASELINE,PUBLIC_REVIEW_CONTROLLED_BASELINE,CURRENT,v2.0.5,2026-08-05,RTM-1.46
DS-015,governance_decision_result.json,schemas/governance_decision_result.json,https://agcp.ai/schemas/governance_decision_result.json,Governance Decision Result,"Canonical, attributable, integrity-protected result produced by the Governance Decision Function after Proposal Qualification. The result binds the decision to the canonical proposal, target, Tenant, governance domain, policy and Governance Version, qualified Canonical State, qualified Governance Evidence, Authority Lineage, applicable constraints and invariants, approvals, evaluation horizon, and deterministic decision basis. Non-refusal outcomes require a DS-027 Governance Receipt; Structural Refusal requires a DS-028 Refusal Record.",Governance Workflow,JSON Schema,https://json-schema.org/draft/2020-12/schema,Implemented,Active,v2.0.5,DS-001;DS-006;DS-009;DS-011;DS-012;DS-020;DS-021;DS-022;DS-023;DS-024;DS-026;DS-027;DS-028;DS-032;DS-033;DS-041,DS-014;DS-017;DS-018;DS-019;DS-020;DS-022;DS-026;DS-027;DS-028;DS-029;DS-030;DS-034;DS-037;DS-038;DS-040,Exact DS-to-requirement assignments derived from the authoritative RTM-1.46 DS_ID column; the catalog records the corresponding RTM_ID and CR_ID sets without omission or addition.,RTM-00001;RTM-00002;RTM-00003;RTM-00005;RTM-00007;RTM-00034;RTM-00053;RTM-00054;RTM-00055;RTM-00062;RTM-00063;RTM-00064;RTM-00065;RTM-00066;RTM-00074;RTM-00075;RTM-00076;RTM-00077;RTM-00078;RTM-00083;RTM-00085;RTM-00087;RTM-00090;RTM-00104,ARM-201;ARM-202;ARM-203;ARM-205;ARM-206;ARM-401;ARM-601;ARM-701,NS-7.3-01;NS-7.4-01;NS-7.5-02;NS-7.6-03;NS-8.6-04,CR-001;CR-002;CR-003;CR-005;CR-007;CR-034;CR-053;CR-054;CR-055;CR-062;CR-063;CR-064;CR-065;CR-066;CR-074;CR-075;CR-076;CR-077;CR-078;CR-083;CR-085;CR-087;CR-090;CR-104,a1f8fd07f742e89a73aee4d682eb79b4ced48ef0a500b76d112011a7a5bc1347,2026-07-22,2026-07-30,"Step 5 refactor: canonical decision basis, qualified state and evidence, authority, constraints, invariants, attribution, receipt, and refusal relationships are structurally represented. Catalog ARM and NS mappings synchronized from the authoritative DS-015 schema annotation. RTM/CR traceability synchronized to RTM-1.46 by adding RTM-00034 and CR-034.",v2.0.5,PUBLIC_REVIEW_CONTROLLED_BASELINE,PUBLIC_REVIEW_CONTROLLED_BASELINE,CURRENT,v2.0.5,2026-08-05,RTM-1.46
DS-017,execution_authorization_view.json,schemas/execution_authorization_view.json,https://agcp.ai/schemas/execution_authorization_view.json,Execution Authorization View,"Canonical externally observable representation of an AGCP Execution Authorization. It binds an authorization outcome to the canonical proposal, Governance Decision Result, target, Tenant, governance domain, policy and Governance Version, qualified Canonical State, qualified evidence, Authority Lineage, lifecycle, scope, and validity conditions. Execution Authorization is eligibility evidence for Commit Boundary processing; it is neither authority at commitment nor permission to execute.",Governance Workflow,JSON Schema,https://json-schema.org/draft/2020-12/schema,Implemented,Active,v2.0.5,DS-001;DS-006;DS-015;DS-019;DS-020;DS-021;DS-022;DS-023;DS-024;DS-026;DS-027;DS-032;DS-033;DS-038;DS-041,DS-014;DS-018;DS-019;DS-020;DS-022;DS-024;DS-027;DS-029;DS-030;DS-034;DS-037;DS-038;DS-039;DS-040,Exact DS-to-requirement assignments derived from the authoritative RTM-1.46 DS_ID column; the catalog records the corresponding RTM_ID and CR_ID sets without omission or addition.,RTM-00010;RTM-00019;RTM-00020;RTM-00021;RTM-00022;RTM-00023;RTM-00024;RTM-00025;RTM-00031;RTM-00032;RTM-00033;RTM-00035;RTM-00061;RTM-00079;RTM-00080;RTM-00084,ARM-407;ARM-601;ARM-605;ARM-703;ARM-802,NS-13.6A-02,CR-010;CR-019;CR-020;CR-021;CR-022;CR-023;CR-024;CR-025;CR-031;CR-032;CR-033;CR-035;CR-061;CR-079;CR-080;CR-084,f7d8b21bfb28d2ce28fd1fcb3feada1e4b92a7494f9a1bbdfddafe0faa3e0485,2026-07-22,2026-07-29,"Step 5 refactor: target, scope, lifecycle, validity, state, evidence, authority, consumption, attribution, and non-executable authorization semantics are structurally represented. RTM/CR traceability synchronized to RTM-1.46 by adding RTM-00010 and CR-010.",v2.0.5,PUBLIC_REVIEW_CONTROLLED_BASELINE,PUBLIC_REVIEW_CONTROLLED_BASELINE,CURRENT,v2.0.5,2026-08-05,RTM-1.46
DS-018,commit_boundary_request.json,schemas/commit_boundary_request.json,https://agcp.ai/schemas/commit_boundary_request.json,Commit Boundary Request,"Canonical integrity-protected request for Commit Boundary processing. It presents the specific canonical proposal, decision, Execution Authorization, current Authority Re-Derivation, qualified state and evidence, Resulting-State Validation, Governance Binding Validation, composite-governance results when applicable, and complete DS-029 Enforcement Context to a specific Policy Enforcement Point.",Governance Workflow,JSON Schema,https://json-schema.org/draft/2020-12/schema,Implemented,Active,v2.0.5,DS-001;DS-015;DS-017;DS-021;DS-029;DS-030;DS-031;DS-032;DS-033;DS-034;DS-035;DS-036;DS-037;DS-039,DS-014;DS-019;DS-020;DS-040,Existing GitHub_File references in RTM-1.6; DS_ID populated in RTM-1.7.,RTM-00019;RTM-00020;RTM-00021;RTM-00022;RTM-00024;RTM-00028;RTM-00032;RTM-00033;RTM-00048;RTM-00049;RTM-00067;RTM-00068;RTM-00084;RTM-00096;RTM-00102;RTM-00105;RTM-00106;RTM-00107;RTM-00108;RTM-00109;RTM-00119;RTM-00120;RTM-00121,ARM-101;ARM-201;ARM-202;ARM-203;ARM-205;ARM-206;ARM-207;ARM-208;ARM-209;ARM-210;ARM-211;ARM-212;ARM-213;ARM-216;ARM-217;ARM-401;ARM-601;ARM-702;ARM-807,NS-4.7-01;NS-9.7-01;NS-9.3-01;NS-9.6B-01;NS-9.4-01;NS-9.6-02;NS-5.2.3-02;NS-9.1-02;NS-9.6B-02;NS-9.4-02;NS-9.3-02;NS-9.7-02;NS-9.7-03;NS-9.6B-03;NS-9.4-03;NS-9.6A-03;NS-9.6A-04;NS-9.6-04;NS-9.4-04;NS-9.6B-04;NS-9.6B-05,CR-019;CR-020;CR-021;CR-022;CR-024;CR-028;CR-032;CR-033;CR-048;CR-049;CR-067;CR-068;CR-084;CR-096;CR-102;CR-105;CR-106;CR-107;CR-108;CR-109;CR-119;CR-120;CR-121,8f50e407cb15729f0845b4cf4ca6aa923a5f071c0522d39c4553d830ca273394,2026-07-22,2026-07-30,Step 5 refactor: Commit Boundary invocation now carries the complete canonical governance basis and DS-029 Enforcement Context.,v2.0.5,PUBLIC_REVIEW_CONTROLLED_BASELINE,PUBLIC_REVIEW_CONTROLLED_BASELINE,CURRENT,v2.0.5,2026-08-05,RTM-1.46
DS-019,commit_boundary_result.json,schemas/commit_boundary_result.json,https://agcp.ai/schemas/commit_boundary_result.json,Commit Boundary Result,"Canonical attributable and integrity-protected result of Commit Boundary and Policy Enforcement Point processing. It records the exact request, proposal, decision, authorization, current authority, Governance Binding Validation, Resulting-State Validation, Enforcement Context, PEP outcome, executed transition set, lifecycle effect, Governance Evidence, Governance Receipt, and any Structural Refusal.",Governance Workflow,JSON Schema,https://json-schema.org/draft/2020-12/schema,Implemented,Active,v2.0.5,DS-001;DS-015;DS-017;DS-018;DS-020;DS-021;DS-027;DS-028;DS-029;DS-030;DS-031;DS-034;DS-035;DS-036;DS-037;DS-038,DS-014;DS-017;DS-020;DS-038;DS-040,Existing GitHub_File references in RTM-1.6; DS_ID populated in RTM-1.7.,RTM-00019;RTM-00020;RTM-00021;RTM-00022;RTM-00023;RTM-00024;RTM-00028;RTM-00032;RTM-00033;RTM-00079;RTM-00080;RTM-00084;RTM-00087;RTM-00088;RTM-00102;RTM-00105;RTM-00106;RTM-00107;RTM-00108;RTM-00109;RTM-00119;RTM-00120;RTM-00121,ARM-101;ARM-201;ARM-202;ARM-203;ARM-205;ARM-206;ARM-207;ARM-208;ARM-209;ARM-210;ARM-211;ARM-212;ARM-213;ARM-216;ARM-217;ARM-401;ARM-601;ARM-702;ARM-807,NS-4.7-01;NS-9.7-01;NS-9.3-01;NS-9.6B-01;NS-9.4-01;NS-9.6-02;NS-5.2.3-02;NS-9.1-02;NS-9.6B-02;NS-9.4-02;NS-9.3-02;NS-9.7-02;NS-9.7-03;NS-9.6B-03;NS-9.4-03;NS-9.6A-03;NS-9.6A-04;NS-9.6-04;NS-9.4-04;NS-9.6B-04;NS-9.6B-05,CR-019;CR-020;CR-021;CR-022;CR-023;CR-024;CR-028;CR-032;CR-033;CR-079;CR-080;CR-084;CR-087;CR-088;CR-102;CR-105;CR-106;CR-107;CR-108;CR-109;CR-119;CR-120;CR-121,94cfc5dc8f6b3a8170e638a191abc7f46e0924a44d15c816a7be095660a24c30,2026-07-22,2026-07-29,"Step 5 refactor: Commit Boundary outcome now records canonical request, enforcement, executed subset, lifecycle effect, receipt, refusal, attribution, and replay material.",v2.0.5,PUBLIC_REVIEW_CONTROLLED_BASELINE,PUBLIC_REVIEW_CONTROLLED_BASELINE,CURRENT,v2.0.5,2026-08-05,RTM-1.46
DS-020,governance_evidence.json,schemas/governance_evidence.json,https://agcp.ai/schemas/governance_evidence.json,Governance Evidence,"Canonical immutable Governance Evidence record. It contains typed evidence-item references, explicit ordering, integrity digests, attributable provenance-chain continuity, qualification results, Governance Ledger references, and links to canonical governance outcomes. Raw or arbitrary evidence payloads are not normative content; governance-significant evidence is represented through typed, resolvable, digest-bound artifact references.",Governance Workflow,JSON Schema,https://json-schema.org/draft/2020-12/schema,Implemented,Active,v2.0.5,DS-001;DS-006;DS-009;DS-015;DS-017;DS-018;DS-019;DS-021;DS-022;DS-023;DS-024;DS-026;DS-027;DS-028;DS-029;DS-030;DS-031;DS-032;DS-033;DS-034;DS-035;DS-036;DS-037;DS-038;DS-039;DS-040,DS-001;DS-003;DS-004;DS-005;DS-006;DS-007;DS-008;DS-009;DS-010;DS-011;DS-012;DS-014;DS-015;DS-017;DS-019;DS-022;DS-023;DS-024;DS-025;DS-026;DS-027;DS-028;DS-029;DS-030;DS-032;DS-033;DS-034;DS-036;DS-037;DS-038;DS-039;DS-040;DS-041;DS-042;DS-043,Existing GitHub_File references in RTM-1.6; DS_ID populated in RTM-1.7.,RTM-00041;RTM-00047;RTM-00048;RTM-00049;RTM-00050;RTM-00051;RTM-00052;RTM-00062;RTM-00063;RTM-00064;RTM-00065;RTM-00066;RTM-00067;RTM-00068;RTM-00069;RTM-00097;RTM-00103;RTM-00104;RTM-00105;RTM-00106;RTM-00107;RTM-00108;RTM-00109,ARM-101;ARM-102;ARM-105;ARM-108;ARM-202;ARM-203;ARM-204;ARM-205;ARM-206;ARM-207;ARM-208;ARM-209;ARM-210;ARM-211;ARM-212;ARM-213;ARM-216;ARM-217;ARM-308;ARM-401;ARM-402;ARM-403;ARM-404;ARM-405;ARM-406;ARM-407;ARM-408;ARM-504;ARM-505;ARM-509;ARM-601;ARM-602;ARM-603;ARM-604;ARM-605;ARM-606;ARM-607;ARM-608;ARM-609;ARM-610;ARM-701;ARM-706;ARM-709;ARM-710;ARM-801;ARM-807,NS-10.2-01;NS-10.8-01;NS-10.6-01;NS-10.7-01;NS-13.6B-01;NS-7.4-01;NS-9.6A-01;NS-10.9-01;NS-9.6B-01;NS-10.5-01;NS-10.3-01;NS-7.6A-01;NS-4.6-01;NS-10.4-01;NS-10.4-02;NS-10.5-02;NS-9.6A-02;NS-10.1-02;NS-7.5-02;NS-9.6B-02;NS-10.9-02;NS-10.2-02;NS-10.6-02;NS-7.6A-02;NS-4.6-02;NS-10.8-02;NS-10.3-02;NS-10.8A-03;NS-10.9-03;NS-10.8-03;NS-7.6-03;NS-13.6-03;NS-7.5-03;NS-9.6B-03;NS-5.2.5-03;NS-10.2-03;NS-16.6A-03;NS-4.6-04;NS-12.6-04;NS-7.6-04;NS-8.6-04;NS-9.6B-04;NS-9.6B-05;NS-7.5-05,CR-041;CR-047;CR-048;CR-049;CR-050;CR-051;CR-052;CR-062;CR-063;CR-064;CR-065;CR-066;CR-067;CR-068;CR-069;CR-097;CR-103;CR-104;CR-105;CR-106;CR-107;CR-108;CR-109,fa73a433fa0135b3ac804086fd591617f6789aa8b4843e95429ff05de31b5aa3,2026-07-22,2026-07-30,"Step 5 refactor: generic evidence payloads were replaced by typed, digest-bound evidence items with ordering, provenance continuity, qualification, ledger, receipt, and refusal relationships. Reverse schema dependency metadata synchronized to the active forward schema_dependencies graph in Schema Catalog 1.0.44.",v2.0.5,PUBLIC_REVIEW_CONTROLLED_BASELINE,PUBLIC_REVIEW_CONTROLLED_BASELINE,CURRENT,v2.0.5,2026-08-05,RTM-1.46
DS-021,governed_action_proposal.json,schemas/governed_action_proposal.json,https://agcp.ai/schemas/governed_action_proposal.json,Governed Action Proposal,"Canonical domain schema for a governance-significant proposed transition submitted to AGCP runtime-governance evaluation. The object declares stable Proposal Identity, operational intent, target, requested effect, canonical Action Representation, associated Governance Context, provenance, temporal validity, and applicable composite-governance semantics. A Governed Action Proposal is not execution and does not confer authority at commitment.",Canonical Governance Object,JSON Schema,https://json-schema.org/draft/2020-12/schema,Implemented,Active,v2.0.5,DS-001;DS-006;DS-022;DS-024;DS-035;DS-036,DS-011;DS-012;DS-013;DS-014;DS-015;DS-017;DS-018;DS-019;DS-020;DS-038;DS-039;DS-040,Exact DS-to-requirement assignments derived from the authoritative RTM-1.46 DS_ID column; the catalog records the corresponding RTM_ID and CR_ID sets without omission or addition.,RTM-00004;RTM-00008;RTM-00009;RTM-00036;RTM-00037;RTM-00038;RTM-00039;RTM-00040;RTM-00041;RTM-00042;RTM-00043;RTM-00044;RTM-00045;RTM-00046;RTM-00047;RTM-00105;RTM-00106;RTM-00107;RTM-00108;RTM-00109,ARM-101;ARM-102;ARM-106;ARM-206;ARM-207;ARM-208;ARM-216;ARM-217;ARM-308;ARM-604,NS-4.3-01;NS-4.15-01;NS-6.3-01;NS-6.3-02;NS-6.4-01;NS-6.4-02;NS-6.6-01;NS-6.6A-01;NS-6.6A-02;NS-7.4-04;NS-9.6B-02;NS-9.6B-03;NS-9.6B-04;NS-9.6B-05;NS-10.8A-03;NS-16.6A-02,CR-004;CR-008;CR-009;CR-036;CR-037;CR-038;CR-039;CR-040;CR-041;CR-042;CR-043;CR-044;CR-045;CR-046;CR-047;CR-105;CR-106;CR-107;CR-108;CR-109,d141c8e3bf9dceb1456afec8f4cd3fc214d8c07c0160d676d54c1471be30101d,2026-07-22,2026-07-30,Canonical Governed Action Proposal. Composite proposals now reference canonical DS-035 Bind Set policy/reference definitions and canonical DS-036 Governance Dependency Graph rather than local transitional composite definitions. RTM/CR traceability synchronized to RTM-1.46 by adding RTM-00008;RTM-00009 and CR-008;CR-009. Reverse schema dependency metadata synchronized to the active forward schema_dependencies graph in Schema Catalog 1.0.44.,v2.0.5,PUBLIC_REVIEW_CONTROLLED_BASELINE,PUBLIC_REVIEW_CONTROLLED_BASELINE,CURRENT,v2.0.5,2026-08-05,RTM-1.46
DS-022,governance_context_envelope.json,schemas/governance_context_envelope.json,https://agcp.ai/schemas/governance_context_envelope.json,Governance Context Envelope,"Canonical domain schema for the attributable, versioned governance-relevant context associated with a Governed Action Proposal. The envelope preserves identity, tenant, policy, evidence, delegation, authority, lineage, target, lifecycle, risk, handoff, coordination, and outcome relationships needed for governance evaluation and continuity. Context may inform governance but is not authoritative Canonical State and cannot override it.",Canonical Governance Object,JSON Schema,https://json-schema.org/draft/2020-12/schema,Implemented,Active,v2.0.5,DS-001;DS-006;DS-015;DS-017;DS-020;DS-024;DS-025;DS-026;DS-028;DS-030;DS-033;DS-036;DS-037;DS-038;DS-041,DS-014;DS-015;DS-017;DS-020;DS-021;DS-039;DS-040,"Relationship-specific semantic review of context integrity, lineage, handoff, Canonical State non-override, evidence continuity, attribution, and coordination requirements; synchronized in RTM-1.9.",RTM-00040;RTM-00041;RTM-00042;RTM-00043;RTM-00044;RTM-00045;RTM-00046;RTM-00047;RTM-00069;RTM-00070;RTM-00071;RTM-00118,ARM-101;ARM-102;ARM-103;ARM-106;ARM-308;ARM-603;ARM-604;ARM-606;ARM-610;ARM-703;ARM-709;ARM-710;ARM-801;ARM-807,NS-6.3-01;NS-6.6-01;NS-6.6A-02;NS-7.2-02;NS-7.3-01;NS-7.6A-01;NS-7.6A-02;NS-9.3-01;NS-9.6A-03;NS-10.8A-03;NS-16.6A-01;NS-16.6A-02;NS-16.6A-03,CR-040;CR-041;CR-042;CR-043;CR-044;CR-045;CR-046;CR-047;CR-069;CR-070;CR-071;CR-118,1bd353d10c578a338e793ea86388372d922872eedbd3670628173b444164c1a0,2026-07-22,2026-07-29,"Canonical Governance Context Envelope. Delegation, Authority Lineage, approval, refusal, qualified-evidence, and dependency-graph references resolve to their canonical DS schemas; inline Canonical State remains prohibited.",v2.0.5,PUBLIC_REVIEW_CONTROLLED_BASELINE,PUBLIC_REVIEW_CONTROLLED_BASELINE,CURRENT,v2.0.5,2026-08-05,RTM-1.46
DS-023,canonical_state.json,schemas/canonical_state.json,https://agcp.ai/schemas/canonical_state.json,Canonical State,"Canonical domain schema for the single qualified and authoritative governance representation of operational reality used for a defined evaluation horizon. Canonical State is resolved deterministically from qualified authoritative governance sources; is distinct from Governance Context, runtime observations, telemetry, local state, and agent belief; and references the independently traceable DS-032 State Qualification Result used to establish suitability for governance evaluation.",Canonical Governance Object,JSON Schema,https://json-schema.org/draft/2020-12/schema,Implemented,Active,v2.0.5,DS-001;DS-020;DS-032;DS-033;DS-038;DS-040,DS-011;DS-012;DS-014;DS-015;DS-017;DS-020;DS-039;DS-040,"Relationship-specific semantic review of Canonical State availability, freshness, single-state conflict resolution, precedence over non-authoritative observations, and State Qualification; synchronized in RTM-1.10.",RTM-00048;RTM-00049;RTM-00050;RTM-00051;RTM-00103,ARM-103;ARM-401;ARM-402;ARM-403;ARM-404;ARM-405;ARM-406;ARM-407;ARM-408,NS-4.6-01;NS-4.6-02;NS-4.6-03;NS-4.6-04;NS-5.2.5-01;NS-5.2.5-03;NS-6.6A-02;NS-7.2-02;NS-7.3-01;NS-7.4-01;NS-7.6-04;NS-7.6A-01;NS-7.7-02;NS-8.6A-03;NS-9.6A-01;NS-9.6A-02;NS-10.4-01;NS-10.8A-02;NS-11.4-01;NS-13.4-04;NS-13.6A-01;NS-16.6A-03,CR-048;CR-049;CR-050;CR-051;CR-103,677d84bbef278287b75a995f221c60c8bbeb7aabafce19b764cefa1ca5c62380,2026-07-22,2026-07-30,Canonical State uses the qualification_result property to carry an integrity-bound DS-032 State Qualification Result reference constrained to outcome QUALIFIED. The former embedded top-level qualification result is not retained. Reverse schema dependency metadata synchronized to the active forward schema_dependencies graph in Schema Catalog 1.0.44.,v2.0.5,PUBLIC_REVIEW_CONTROLLED_BASELINE,PUBLIC_REVIEW_CONTROLLED_BASELINE,CURRENT,v2.0.5,2026-08-05,RTM-1.46
